Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Accelgor,49.7,617,bug,none,184.3,110.1,167,3386831,45,2499,Water Shuriken,Bug Buzz,Signal Beam,5,4,3,50000
Grotle,49.3,388,grass,none,144.5,132.8,164,3147010,50,2137,Razor Leaf,Body Slam,Energy Ball,9,14,3,10000
Hoopa (Unbound),48.3,720,psychic,dark,201.1,129.1,117,3037339,22,2473,Confusion,Shadow Ball,Dark Pulse,4,4,20,100000
Lilligant,47.7,549,grass,none,175,136.5,149,3558858,42.5,2498,Charm,Petal Blizzard,Hyper Beam,9,10,1,10000
Seadra (Shadow),47.6,117,water,none,169.7,143.7,135,3292684,50,2366,Dragon Breath,Dragon Pulse,Hydro Pump,14,19,3,50000
Thwackey,45.2,811,grass,none,151.3,125.2,157,2973221,50,2121,Razor Leaf,Grass Knot,Energy Ball,13,14,3,10000
Rampardos,43.9,409,rock,none,209.5,86.9,163,2965855,27.5,2494,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Deoxys (Speed),42.8,386,psychic,none,180,169.6,113,3449282,32,2492,Charge Beam,Psycho Boost,Swift,4,4,20,100000
Tornadus (Incarnate) (Shadow),42.5,641,flying,none,189.8,124.7,138,3266915,27.5,2490,Air Slash,Grass Knot,Hurricane,6,8,20,100000
Tornadus (Incarnate),42.1,641,flying,none,189.8,124.7,138,3266915,27.5,2490,Air Slash,Grass Knot,Hurricane,6,8,20,100000
Regigigas,39.4,486,normal,none,178.1,135.9,143,3461848,21,2490,Hidden Power (Ice),Crush Grip*,Thunder,7,8,20,100000
Illumise,37.9,314,bug,none,132.8,152.1,149,3008782,50,2002,Tackle,Silver Wind,Dazzling Gleam,15,19,3,50000
Regigigas (Shadow),35.3,486,normal,none,181.8,132.8,141,3405347,21,2491,Hidden Power (Ice),Crush Grip*,Thunder,7,8,20,100000
Volbeat,34.7,313,bug,none,132.8,152.1,149,3008782,50,2002,Tackle,Bug Buzz,Thunderbolt,20,19,3,50000
Shaymin (Land),30.1,492,grass,none,152.6,158.3,169,4083556,28.5,2496,Zen Headbutt,Grass Knot,Seed Flare*,9,13,20,100000
Audino,27.8,531,normal,none,108.4,149.6,205,3323780,50,1902,Zen Headbutt,Body Slam*,Disarming Voice,6,8,3,50000
Chansey,24.4,113,normal,none,63,120.2,421,3188219,50,1418,Zen Headbutt,Dazzling Gleam,Psychic,10,10,5,75000
Slaking,17.5,289,normal,none,178.4,108.9,180,3496428,20.5,2499,Yawn,Body Slam*,Earthquake,3,6,5,75000
Slaking (Shadow),16.5,289,normal,none,178.4,108.9,180,3496428,20.5,2499,Yawn,Body Slam*,Earthquake,3,6,5,75000
